Country Name,TimePeriod,Indicator,Subgroup,DataValue
India,2016-17,14.b.1: Assistance to the traditional / artisanal fishers for procurement of FRP boats and other associated fishing implements,Project cost,1098.25
India,2016-17,14.b.1: Assistance to the traditional / artisanal fishers for procurement of FRP boats and other associated fishing implements,Boats,259
India,2017-18,14.b.1: Assistance to the traditional / artisanal fishers for procurement of FRP boats and other associated fishing implements,Project cost,1012.5
India,2017-18,14.b.1: Assistance to the traditional / artisanal fishers for procurement of FRP boats and other associated fishing implements,Boats,285
India,2018-19,14.b.1: Assistance to the traditional / artisanal fishers for procurement of FRP boats and other associated fishing implements,Project cost,1930
India,2018-19,14.b.1: Assistance to the traditional / artisanal fishers for procurement of FRP boats and other associated fishing implements,Boats,560
India,2019,14.c.1: Compliance of International laws,Total,Yes
India,2015,15.1.1: Forest cover as a percentage of total geographical area,Total,21.35
India,2017,15.1.1: Forest cover as a percentage of total geographical area,Total,21.54
India,2019,15.1.1: Forest cover as a percentage of total geographical area,Total,21.67
India,2015,15.1.2: Protected area as percentage of total geographical area,Total,5.07
India,2016,15.1.2: Protected area as percentage of total geographical area,Total,5.08
India,2017,15.1.2: Protected area as percentage of total geographical area,Total,5.13
India,2018,15.1.2: Protected area as percentage of total geographical area,Total,5.17
India,2019,15.1.2: Protected area as percentage of total geographical area,Total,5.23
India,2020,15.1.2: Protected area as percentage of total geographical area,Total,5.23
India,2016,15.1.3: Area of Ramsar sites as a percentage to the total wetland area,Total,4.15
India,2017,15.1.3: Area of Ramsar sites as a percentage to the total wetland area,Total,4.15
India,2018,15.1.3: Area of Ramsar sites as a percentage to the total wetland area,Total,4.15
India,2019,15.1.3: Area of Ramsar sites as a percentage to the total wetland area,Total,7
India,2020,15.1.3: Area of Ramsar sites as a percentage to the total wetland area,Total,7.09
India,2013-15,15.2.1: Percentage change in Forest cover,Total,0.54
India,2015-17,15.2.1: Percentage change in Forest cover,Total,0.97
India,2017-19,15.2.1: Percentage change in Forest cover,Total,0.56
India,2015-16,15.2.2: Total area covered under different Afforestation schemes,Total,1381596
India,2016-17,15.2.2: Total area covered under different Afforestation schemes,Total,1990409
India,2016-17,15.2.2: Total area covered under different Afforestation schemes,Total,1688507
India,2017-18,15.2.2: Total area covered under different Afforestation schemes,Total,1315012
India,2015,15.2.3: Tree cover as percentage of total geographical area,Total,2.82
India,2017,15.2.3: Tree cover as percentage of total geographical area,Total,2.85
India,2019,15.2.3: Tree cover as percentage of total geographical area,Total,2.89
India,2015-16,15.3.1: Proportion of land that is degraded over total land area,Total,27.77
India,2013-15,15.4.1: Percentage change in forest cover in hill districts,Total,0.6
India,2015-17,15.4.1: Percentage change in forest cover in hill districts,Total,0.16
India,2017-19,15.4.1: Percentage change in forest cover in hill districts,Total,0.19
India,2015-16,15.4.2: Percentage change in per capita income of Himalayan States over previous year,Total,10.6
India,2016-17,15.4.2: Percentage change in per capita income of Himalayan States over previous year,Total,9.77
India,2017-18,15.4.2: Percentage change in per capita income of Himalayan States over previous year,Total,15.08
India,2018-19,15.4.2: Percentage change in per capita income of Himalayan States over previous year,Total,9.97
India,2021,"15.6.1: Whether country has adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",Sharing of benefits,Yes
India,2015,"15.7.1: Number of cases registered under the Wildlife Protection Act, 1972 (similar to 15.c.1)",Total,698
India,2016,"15.7.1: Number of cases registered under the Wildlife Protection Act, 1972 (similar to 15.c.1)",Total,565
India,2017,"15.7.1: Number of cases registered under the Wildlife Protection Act, 1972 (similar to 15.c.1)",Total,342
India,2018,"15.7.1: Number of cases registered under the Wildlife Protection Act, 1972 (similar to 15.c.1)",Total,207
India,2019,"15.7.1: Number of cases registered under the Wildlife Protection Act, 1972 (similar to 15.c.1)",Total,296
India,2020,"15.7.1: Number of cases registered under the Wildlife Protection Act, 1972 (similar to 15.c.1)",Total,406
India,2011-20,"15.9.1 (a) Progress towards national targets established in accordance with Aichi Biodiversity Target 2 of the Strategies Plan for Biodiversity,2011-2020;(b) Integration of biodiversity into national accounting and reporting systems, defined as implementation of the System of Environmental-Economic Accounting",National targets,Yes
India,2015-16,15.b.1: Percentage of government spending on environmental protection to total government expenditure,Total,0.05
India,2016-17,15.b.1: Percentage of government spending on environmental protection to total government expenditure,Total,0.04
India,2017-18,15.b.1: Percentage of government spending on environmental protection to total government expenditure,Total,0.06
India,2018-19,15.b.1: Percentage of government spending on environmental protection to total government expenditure,Total,0.09
India,2019-20,15.b.1: Percentage of government spending on environmental protection to total government expenditure,Total,0.08
India,2015,"15.c.1: Number of cases registered under the Wildlife Protection Act, 1972 (similar to 15.7.1)",Total,698
India,2016,"15.c.1: Number of cases registered under the Wildlife Protection Act, 1972 (similar to 15.7.1)",Total,565
India,2017,"15.c.1: Number of cases registered under the Wildlife Protection Act, 1972 (similar to 15.7.1)",Total,342
India,2018,"15.c.1: Number of cases registered under the Wildlife Protection Act, 1972 (similar to 15.7.1)",Total,207
India,2019,"15.c.1: Number of cases registered under the Wildlife Protection Act, 1972 (similar to 15.7.1)",Total,296
India,2020,"15.c.1: Number of cases registered under the Wildlife Protection Act, 1972 (similar to 15.7.1)",Total,406
India,2015,"16.1.1: Number of victims of intentional homicide per 1,00,000 population.",Total,2.63
India,2016,"16.1.1: Number of victims of intentional homicide per 1,00,000 population.",Total,2.47
India,2017,"16.1.1: Number of victims of intentional homicide per 1,00,000 population.",Total,2.34
India,2018,"16.1.1: Number of victims of intentional homicide per 1,00,000 population.",Total,2.28
India,2019,"16.1.1: Number of victims of intentional homicide per 1,00,000 population.",Total,2.24
India,2015,"16.1.2: Per 1,00,000 Population subjected to physical, psychological or sexual violence in the previous 12 months",Total,58.62
India,2016,"16.1.2: Per 1,00,000 Population subjected to physical, psychological or sexual violence in the previous 12 months",Total,59.07
India,2017,"16.1.2: Per 1,00,000 Population subjected to physical, psychological or sexual violence in the previous 12 months",Total,97.74
India,2018,"16.1.2: Per 1,00,000 Population subjected to physical, psychological or sexual violence in the previous 12 months",Total,96.89
India,2019,"16.1.2: Per 1,00,000 Population subjected to physical, psychological or sexual violence in the previous 12 months",Total,95.84
India,2015-16,16.10.1: Percentage of RTI queries responded (similar to Indicator 16.6.2),Total,81.77
India,2016-17,16.10.1: Percentage of RTI queries responded (similar to Indicator 16.6.2),Total,80.9
India,2017-18,16.10.1: Percentage of RTI queries responded (similar to Indicator 16.6.2),Total,82.06
India,2018-19,16.10.1: Percentage of RTI queries responded (similar to Indicator 16.6.2),Total,80.98
India,2015,"16.2.1: Proportion of Crime Committed against Children during the year, (rate per 1,00,000 children)",Total,22.06
India,2016,"16.2.1: Proportion of Crime Committed against Children during the year, (rate per 1,00,000 children)",Total,24.95
India,2017,"16.2.1: Proportion of Crime Committed against Children during the year, (rate per 1,00,000 children)",Total,31.13
India,2018,"16.2.1: Proportion of Crime Committed against Children during the year, (rate per 1,00,000 children)",Total,33.74
India,2019,"16.2.1: Proportion of Crime Committed against Children during the year, (rate per 1,00,000 children)",Total,35.15
India,2015,"16.2.2: Number of victims rescued from human trafficking per 1,00,000 population, by sex, age and form of exploitation",Total,1.99
India,2016,"16.2.2: Number of victims rescued from human trafficking per 1,00,000 population, by sex, age and form of exploitation",Total,1.81
India,2017,"16.2.2: Number of victims rescued from human trafficking per 1,00,000 population, by sex, age and form of exploitation",Total,0.45
India,2018,"16.2.2: Number of victims rescued from human trafficking per 1,00,000 population, by sex, age and form of exploitation",Total,0.41
India,2019,"16.2.2: Number of victims rescued from human trafficking per 1,00,000 population, by sex, age and form of exploitation",Total,0.49
India,2015,16.2.3: Number of Missing Children (similar to Indicator 8.7.2 ),Total,60443
India,2016,16.2.3: Number of Missing Children (similar to Indicator 8.7.2 ),Total,63407
India,2017,16.2.3: Number of Missing Children (similar to Indicator 8.7.2 ),Total,63349
India,2018,16.2.3: Number of Missing Children (similar to Indicator 8.7.2 ),Total,67134
India,2019,16.2.3: Number of Missing Children (similar to Indicator 8.7.2 ),Total,73138
India,2016,16.3.1: Number of courts per lakh population,Courts,1.89
India,2017,16.3.1: Number of courts per lakh population,Courts,1.8
India,2018,16.3.1: Number of courts per lakh population,Courts,1.79
India,2019,16.3.1: Number of courts per lakh population,Courts,1.82
India,2020,16.3.1: Number of courts per lakh population,Courts,1.86
India,2015,16.3.2: Unsentenced detainees as a proportion of overall prison population,Undertrials,67.2
India,2016,16.3.2: Unsentenced detainees as a proportion of overall prison population,Undertrials,67.7
India,2017,16.3.2: Unsentenced detainees as a proportion of overall prison population,Undertrials,68.5
India,2018,16.3.2: Unsentenced detainees as a proportion of overall prison population,Undertrials,69.4
India,2019,16.3.2: Unsentenced detainees as a proportion of overall prison population,Undertrials,69.1
India,2016,16.3.3: Number of Judges (all levels) per lakh population,Judges,1.32
India,2017,16.3.3: Number of Judges (all levels) per lakh population,Judges,1.33
India,2018,16.3.3: Number of Judges (all levels) per lakh population,Judges,1.37
India,2019,16.3.3: Number of Judges (all levels) per lakh population,Judges,1.38
India,2020,16.3.3: Number of Judges (all levels) per lakh population,Judges,1.47
India,2015,16.4.1: Number of cases under the Arms Act,Arms Cases,53300
India,2016,16.4.1: Number of cases under the Arms Act,Arms Cases,55660
India,2017,16.4.1: Number of cases under the Arms Act,Arms Cases,58053
India,2018,16.4.1: Number of cases under the Arms Act,Arms Cases,66305
India,2019,16.4.1: Number of cases under the Arms Act,Arms Cases,73122
India,2015,16.4.2: Value of Property Stolen and Recovered and Percentage Recovery,Percentage Recovery of Stolen Property,16.4
India,2016,16.4.2: Value of Property Stolen and Recovered and Percentage Recovery,Percentage Recovery of Stolen Property,15
India,2017,16.4.2: Value of Property Stolen and Recovered and Percentage Recovery,Percentage Recovery of Stolen Property,25.9
India,2018,16.4.2: Value of Property Stolen and Recovered and Percentage Recovery,Percentage Recovery of Stolen Property,35.1
India,2019,16.4.2: Value of Property Stolen and Recovered and Percentage Recovery,Percentage Recovery of Stolen Property,30.8
India,2015,16.4.2: Value of Property Stolen and Recovered and Percentage Recovery,Properties Stolen,8210.4
India,2016,16.4.2: Value of Property Stolen and Recovered and Percentage Recovery,Properties Stolen,9733.1
India,2017,16.4.2: Value of Property Stolen and Recovered and Percentage Recovery,Properties Stolen,5002.5
India,2018,16.4.2: Value of Property Stolen and Recovered and Percentage Recovery,Properties Stolen,5211.9
India,2019,16.4.2: Value of Property Stolen and Recovered and Percentage Recovery,Properties Stolen,4719.2
India,2015,16.4.2: Value of Property Stolen and Recovered and Percentage Recovery,Properties Recovered,1350.2
India,2016,16.4.2: Value of Property Stolen and Recovered and Percentage Recovery,Properties Recovered,1459
India,2017,16.4.2: Value of Property Stolen and Recovered and Percentage Recovery,Properties Recovered,1296.1
India,2018,16.4.2: Value of Property Stolen and Recovered and Percentage Recovery,Properties Recovered,1827.7
India,2019,16.4.2: Value of Property Stolen and Recovered and Percentage Recovery,Properties Recovered,1451.6
India,2015,"16.5.1: Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",Total,0.42
India,2016,"16.5.1: Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",Total,0.35
India,2017,"16.5.1: Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",Total,0.32
India,2018,"16.5.1: Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",Total,0.31
India,2019,"16.5.1: Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",Total,0.32
India,2015-16,16.6.1: Primary government expenditures as a proportion of original approved budget,Total,100.75
India,2016-17,16.6.1: Primary government expenditures as a proportion of original approved budget,Total,99.86
India,2017-18,16.6.1: Primary government expenditures as a proportion of original approved budget,Total,99.78
India,2018-19,16.6.1: Primary government expenditures as a proportion of original approved budget,Total,94.8
India,2019-20,16.6.1: Primary government expenditures as a proportion of original approved budget,Total,96.41
India,2015-16,16.6.2: Percentage of RTI queries responded (similar to 16.10.1),Total,81.77
India,2016-17,16.6.2: Percentage of RTI queries responded (similar to 16.10.1),Total,80.9
India,2017-18,16.6.2: Percentage of RTI queries responded (similar to 16.10.1),Total,82.06
India,2018-19,16.6.2: Percentage of RTI queries responded (similar to 16.10.1),Total,80.98
India,2015-16,16.6.3: Number of Government services provided online to citizens.,Online Services,968
India,2016-17,16.6.3: Number of Government services provided online to citizens.,Online Services,1052
India,2017-18,16.6.3: Number of Government services provided online to citizens.,Online Services,2724
India,2018-19,16.6.3: Number of Government services provided online to citizens.,Online Services,2925
India,2019-20,16.6.3: Number of Government services provided online to citizens.,Online Services,3868
India,2020-21,16.6.3: Number of Government services provided online to citizens.,Online Services,3870
India,2014,"16.7.1: Proportion of seats held by women in national Parliament, State legislation and Local Self Government (similar to Indicator 5.5.1 and 10.2.2)",Lok Sabha,11.42
India,2019,"16.7.1: Proportion of seats held by women in national Parliament, State legislation and Local Self Government (similar to Indicator 5.5.1 and 10.2.2)",Lok Sabha,14.36
India,2014,"16.7.1: Proportion of seats held by women in national Parliament, State legislation and Local Self Government (similar to Indicator 5.5.1 and 10.2.2)",Rajya Sabha,12.76
India,2016,"16.7.1: Proportion of seats held by women in national Parliament, State legislation and Local Self Government (similar to Indicator 5.5.1 and 10.2.2)",Rajya Sabha,11.07
India,2018,"16.7.1: Proportion of seats held by women in national Parliament, State legislation and Local Self Government (similar to Indicator 5.5.1 and 10.2.2)",Rajya Sabha,11.48
India,2020,"16.7.1: Proportion of seats held by women in national Parliament, State legislation and Local Self Government (similar to Indicator 5.5.1 and 10.2.2)",Rajya Sabha,10.33
India,2014,"16.7.1: Proportion of seats held by women in national Parliament, State legislation and Local Self Government (similar to Indicator 5.5.1 and 10.2.2)",PRI,46.14
India,2019,"16.7.1: Proportion of seats held by women in national Parliament, State legislation and Local Self Government (similar to Indicator 5.5.1 and 10.2.2)",PRI,44.37
India,2014,"16.7.2:  Proportion of SC/ST persons in the elected bodies (Lok Sabha) (similar to 
10.2.3)",SCs,15.5
India,2019,"16.7.2:  Proportion of SC/ST persons in the elected bodies (Lok Sabha) (similar to 
10.2.3)",SCs,15.5
India,2014,"16.7.2:  Proportion of SC/ST persons in the elected bodies (Lok Sabha) (similar to 
10.2.3)",STs,8.7
India,2019,"16.7.2:  Proportion of SC/ST persons in the elected bodies (Lok Sabha) (similar to 
10.2.3)",STs,8.67
India,2021,16.8.1: whether the country is a member and has voting rights in international organizations (similar to 10.6.1 ),Membership (Out of 11 international organizations),9
India,2021,16.8.1: whether the country is a member and has voting rights in international organizations (similar to 10.6.1 ),Voting Rights (Out of 11 international organizations),6
India,2015,16.9.1: Percentage of births registered,Total,88.3
India,2016,16.9.1: Percentage of births registered,Total,86
India,2017,16.9.1: Percentage of births registered,Total,84.9
India,2018,16.9.1: Percentage of births registered,Total,89.3
India,2016-17,16.9.2: Proportion of population covered under Aadhaar,Total,85.7
India,2017-18,16.9.2: Proportion of population covered under Aadhaar,Total,88.5
India,2018-19,16.9.2: Proportion of population covered under Aadhaar,Total,88.8
India,2019-20,16.9.2: Proportion of population covered under Aadhaar,Total,88.6
India,2015,16.a.1: Existence of independent national human rights institutions in compliance with the Paris Principles,Total,Yes
India,2015-16,"17.1.1: Total government revenue as a proportion of GDP, by source",Total,8.68
India,2016-17,"17.1.1: Total government revenue as a proportion of GDP, by source",Total,8.93
India,2017-18,"17.1.1: Total government revenue as a proportion of GDP, by source",Total,8.4
India,2018-19,"17.1.1: Total government revenue as a proportion of GDP, by source",Total,8.22
India,2019-20 ,"17.1.1: Total government revenue as a proportion of GDP, by source",Total,8.28
India,2020-21,"17.1.1: Total government revenue as a proportion of GDP, by source",Total,7.94
India,2015-16,17.1.2: Proportion of domestic budget funded by domestic taxes,Total,68.14
India,2016-17,17.1.2: Proportion of domestic budget funded by domestic taxes,Total,71.58
India,2017-18,17.1.2: Proportion of domestic budget funded by domestic taxes,Total,71.65
India,2018-19,17.1.2: Proportion of domestic budget funded by domestic taxes,Total,75.42
India,2015,17.11.1: Share of India�s exports in Global exports,Merchandise Exports,1.62
India,2016,17.11.1: Share of India�s exports in Global exports,Merchandise Exports,1.65
India,2017,17.11.1: Share of India�s exports in Global exports,Merchandise Exports,1.69
India,2018,17.11.1: Share of India�s exports in Global exports,Merchandise Exports,1.67
India,2019,17.11.1: Share of India�s exports in Global exports,Merchandise Exports,1.71
India,2015,17.11.1: Share of India�s exports in Global exports,Commercial Services Exports,3.16
India,2016,17.11.1: Share of India�s exports in Global exports,Commercial Services Exports,3.21
India,2017,17.11.1: Share of India�s exports in Global exports,Commercial Services Exports,3.39
India,2018,17.11.1: Share of India�s exports in Global exports,Commercial Services Exports,3.43
India,2019,17.11.1: Share of India�s exports in Global exports,Commercial Services Exports,3.52
India,2015,17.13.1: Macroeconomic Dashboard,Macroeconomic Dashboard,Yes
India,2019-20,17.16.1: Number of States having a State Monitoring Framework that supports the achievement of the sustainable development goals,Total,12
India,2020-21,17.16.1: Number of States having a State Monitoring Framework that supports the achievement of the sustainable development goals,Total,23
India,2021-22,17.16.1: Number of States having a State Monitoring Framework that supports the achievement of the sustainable development goals,Total,25
India,2016,17.18.2: Whether the country has national statistical legislation that complies with the Fundamental Principles of Official Statistics,Total,Yes
India,2016-17,17.19.1: Budget allocated to different Ministries for strengthening statistics,Total,307451
India,2017-18,17.19.1: Budget allocated to different Ministries for strengthening statistics,Total,295147
India,2018-19,17.19.1: Budget allocated to different Ministries for strengthening statistics,Total,400188
India,2019-20,17.19.1: Budget allocated to different Ministries for strengthening statistics,Total,536367
India,2015,17.19.2: Proportion of States/UTs that have achieved 100 per cent birth registration and 80 per cent death registration,Birth,41.7
India,2016,17.19.2: Proportion of States/UTs that have achieved 100 per cent birth registration and 80 per cent death registration,Birth,41.7
India,2017,17.19.2: Proportion of States/UTs that have achieved 100 per cent birth registration and 80 per cent death registration,Birth,33.3
India,2018,17.19.2: Proportion of States/UTs that have achieved 100 per cent birth registration and 80 per cent death registration,Birth,36.1
India,2015,17.19.2: Proportion of States/UTs that have achieved 100 per cent birth registration and 80 per cent death registration,Death,55.6
India,2016,17.19.2: Proportion of States/UTs that have achieved 100 per cent birth registration and 80 per cent death registration,Death,63.9
India,2017,17.19.2: Proportion of States/UTs that have achieved 100 per cent birth registration and 80 per cent death registration,Death,61.1
India,2018,17.19.2: Proportion of States/UTs that have achieved 100 per cent birth registration and 80 per cent death registration,Death,61.1
India,2015-16,17.3.1: Foreign Direct Investment as proportion of Gross National Income.,Total,2.16
India,2016-17,17.3.1: Foreign Direct Investment as proportion of Gross National Income.,Total,1.86
India,2017-18,17.3.1: Foreign Direct Investment as proportion of Gross National Income.,Total,1.5
India,2018-19 ,17.3.1: Foreign Direct Investment as proportion of Gross National Income.,Total,1.62
India,2019-20,17.3.1: Foreign Direct Investment as proportion of Gross National Income.,Total,1.97
India,2015-16,17.3.2: Volume of remittances as a proportion of total GDP,Total,2.98
India,2016-17,17.3.2: Volume of remittances as a proportion of total GDP,Total,2.47
India,2017-18,17.3.2: Volume of remittances as a proportion of total GDP,Total,2.42
India,2018-19 ,17.3.2: Volume of remittances as a proportion of total GDP,Total,2.66
India,2019-20,17.3.2: Volume of remittances as a proportion of total GDP,Total,2.74
India,2015-16,17.4.1: Debt service as a proportion of exports of goods and services.,Total,10.5
India,2016-17,17.4.1: Debt service as a proportion of exports of goods and services.,Total,9.8
India,2017-18,17.4.1: Debt service as a proportion of exports of goods and services.,Total,8.9
India,2018-19,17.4.1: Debt service as a proportion of exports of goods and services.,Total,7.5
India,2019-20,17.4.1: Debt service as a proportion of exports of goods and services.,Total,7.8
India,2015-16,"17.6.1: Fixed internet broadband subscriptions per 100 inhabitants, by speed.",Broadband ( >= 512 Kbps),1.322
India,2016-17,"17.6.1: Fixed internet broadband subscriptions per 100 inhabitants, by speed.",Broadband ( >= 512 Kbps),1.404
India,2017-18,"17.6.1: Fixed internet broadband subscriptions per 100 inhabitants, by speed.",Broadband ( >= 512 Kbps),1.366
India,2018-19,"17.6.1: Fixed internet broadband subscriptions per 100 inhabitants, by speed.",Broadband ( >= 512 Kbps),1.387
India,2019-20,"17.6.1: Fixed internet broadband subscriptions per 100 inhabitants, by speed.",Broadband ( >= 512 Kbps),1.429
India,2020-21,"17.6.1: Fixed internet broadband subscriptions per 100 inhabitants, by speed.",Broadband ( >= 512 Kbps),1.556
India,2015-16,"17.6.1: Fixed internet broadband subscriptions per 100 inhabitants, by speed.",Narrowband ( < 512 Kbps),0.269
India,2016-17,"17.6.1: Fixed internet broadband subscriptions per 100 inhabitants, by speed.",Narrowband ( < 512 Kbps),0.256
India,2017-18,"17.6.1: Fixed internet broadband subscriptions per 100 inhabitants, by speed.",Narrowband ( < 512 Kbps),0.25
India,2018-19,"17.6.1: Fixed internet broadband subscriptions per 100 inhabitants, by speed.",Narrowband ( < 512 Kbps),0.245
India,2019-20,"17.6.1: Fixed internet broadband subscriptions per 100 inhabitants, by speed.",Narrowband ( < 512 Kbps),0.241
India,2020-21,"17.6.1: Fixed internet broadband subscriptions per 100 inhabitants, by speed.",Narrowband ( < 512 Kbps),0.239
India,2015-16,2.1.1: Percentage of children aged under 5 years who are underweight,Total,35.7
India,2015-16,2.1.2: Proportion of beneficiaries covered under National Food Security Act 2013,Total,95.18
India,2016-17,2.1.2: Proportion of beneficiaries covered under National Food Security Act 2013,Total,99.01
India,2017-18,2.1.2: Proportion of beneficiaries covered under National Food Security Act 2013,Total,99.24
India,2018-19,2.1.2: Proportion of beneficiaries covered under National Food Security Act 2013,Total,97.62
India,2019-20,2.1.2: Proportion of beneficiaries covered under National Food Security Act 2013,Total,99.51
India,2020-21,2.1.2: Proportion of beneficiaries covered under National Food Security Act 2013,Total,97.59
India,2015-16,2.2.1: Percentage of children under age 5 years who are stunted,Total,38.4
India,2015-16,2.2.2: Percentage of children under 5 years who are wasted,Total,21
India,2015-16,"2.2.3: Percentage of women whose Body Mass Index (BMI) is below normal, 2015-16",Total,22.9
India,2015-16,2.2.4: Percentage of pregnant women age 15-49 years who are anaemic (Hb<11.0 g/dl),Total,50.4
India,2015-16,2.2.5: Percentage of children age 6-59 months who are anaemic (Hb<11.0 g/dl).,Total,58.5
India,2015-16,2.3.1: Agriculture productivity of wheat and rice,Wheat,3034
India,2016-17,2.3.1: Agriculture productivity of wheat and rice,Wheat,3200
India,2017-18,2.3.1: Agriculture productivity of wheat and rice,Wheat,3368
India,2018-19,2.3.1: Agriculture productivity of wheat and rice,Wheat,3533
India,2019-20,2.3.1: Agriculture productivity of wheat and rice,Wheat,3440
India,2020-21,2.3.1: Agriculture productivity of wheat and rice,Wheat,3424
India,2015-16,2.3.1: Agriculture productivity of wheat and rice,Rice,2400
India,2016-17,2.3.1: Agriculture productivity of wheat and rice,Rice,2494
India,2017-18,2.3.1: Agriculture productivity of wheat and rice,Rice,2576
India,2018-19,2.3.1: Agriculture productivity of wheat and rice,Rice,2638
India,2019-20,2.3.1: Agriculture productivity of wheat and rice,Rice,2722
India,2020-21,2.3.1: Agriculture productivity of wheat and rice,Rice,2749
India,2015-16,2.3.2: Gross Value Added in Agriculture per worker,Total,61427
India,2016-17,2.3.2: Gross Value Added in Agriculture per worker,Total,65602
India,2017-18,2.3.2: Gross Value Added in Agriculture per worker,Total,69936
India,2018-19,2.3.2: Gross Value Added in Agriculture per worker,Total,71727
India,2019-20,2.3.2: Gross Value Added in Agriculture per worker,Total,74822
India,2020-21,2.3.2: Gross Value Added in Agriculture per worker,Total,77540
India,2015-16,2.3.3: Ratio of institutional Credit to Agriculture to the Agriculture output,Total,0.77
India,2016-17,2.3.3: Ratio of institutional Credit to Agriculture to the Agriculture output,Total,0.54
India,2017-18,2.3.3: Ratio of institutional Credit to Agriculture to the Agriculture output,Total,0.57
India,2015-16,2.4.1: Proportion of Net Sown Area to Cultivable land,Total,76.82
India,2016-17,2.4.1: Proportion of Net Sown Area to Cultivable land,Total,76.97
India,2015-17,2.4.2: Percentage of farmers issued Soil Health Card,Total,100
India,2017-19,2.4.2: Percentage of farmers issued Soil Health Card,Total,94.21
India,2015-16,2.4.3: Percentage of net area under organic farming,Total,0.974
India,2016-17,2.4.3: Percentage of net area under organic farming,Total,1.1041
India,2017-18,2.4.3: Percentage of net area under organic farming,Total,1.3929
India,2018-19,2.4.3: Percentage of net area under organic farming,Total,1.5892
India,2019-20,2.4.3: Percentage of net area under organic farming,Total,2.022
India,2020-21,2.4.3: Percentage of net area under organic farming,Total,2.3843
India,2015,2.5.1: Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,Plant,432799
India,2016,2.5.1: Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,Plant,444607
India,2017,2.5.1: Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,Plant,449702
India,2018,2.5.1: Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,Plant,454941
India,2019,2.5.1: Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,Plant,459703
India,2020,2.5.1: Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,Plant,464597
India,2015,2.5.1: Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,Animal,6000
India,2016,2.5.1: Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,Animal,9912
India,2017,2.5.1: Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,Animal,24852
India,2018,2.5.1: Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,Animal,19421
India,2019,2.5.1: Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,Animal,20100
India,2020,2.5.1: Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,Animal,19305
India,2015-16,2.5.3: Conservation of fish genetic resource (in number),Total,925
India,2016-17,2.5.3: Conservation of fish genetic resource (in number),Total,1549
India,2017-18,2.5.3: Conservation of fish genetic resource (in number),Total,2443
India,2018-19,2.5.3: Conservation of fish genetic resource (in number),Total,1725
India,2019-20,2.5.3: Conservation of fish genetic resource (in number),Total,1986
India,2020-21,2.5.3: Conservation of fish genetic resource (in number),Total,1609
India,2016-17,2.a.1: The agriculture orientation index for government expenditures,Total,0.399
India,2017-18,2.a.1: The agriculture orientation index for government expenditures,Total,0.443
India,2018-19,2.a.1: The agriculture orientation index for government expenditures,Total,0.461
India,2019-20,2.a.1: The agriculture orientation index for government expenditures,Total,0.506
India,2015-16,2.a.2: Percentage share of expenditure in Intellectual Property Product (R&D) in agriculture to GVA in agriculture,Total,0.044
India,2016-17,2.a.2: Percentage share of expenditure in Intellectual Property Product (R&D) in agriculture to GVA in agriculture,Total,0.052
India,2017-18,2.a.2: Percentage share of expenditure in Intellectual Property Product (R&D) in agriculture to GVA in agriculture,Total,0.041
India,2018-19,2.a.2: Percentage share of expenditure in Intellectual Property Product (R&D) in agriculture to GVA in agriculture,Total,0.041
India,2019-20,2.a.2: Percentage share of expenditure in Intellectual Property Product (R&D) in agriculture to GVA in agriculture,Total,0.034
India,2016-17,2.c.1: Percentage of Agriculture Mandis enrolled in e-market,Total,6.49
India,2017-18,2.c.1: Percentage of Agriculture Mandis enrolled in e-market,Total,3.1
India,2020-21,2.c.1: Percentage of Agriculture Mandis enrolled in e-market,Total,15.1
India,2014-16,"3.1.1: Maternal Mortality Ratio (MMR), (per 1,00,000 live births)",Total,130
India,2015-17,"3.1.1: Maternal Mortality Ratio (MMR), (per 1,00,000 live births)",Total,122
India,2016-18,"3.1.1: Maternal Mortality Ratio (MMR), (per 1,00,000 live births)",Total,113
India,2015-16,3.1.2: Percentage of births attended by skilled health personnel (period 5 years),Total,81.4
